Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DEABHV-A900B18XQ,DQCD3G,/items/DEABHVA900B18XQ/000001_1648015117.jpg,/items/DEABHVA900B18XQ/000001_1648015117.jpg,《HOPMA》工業風四門十層鞋櫃-漂流木,"《HOPMA》工業風四門十層鞋櫃-漂流木\r\ndiy家具
磁扣開合設計
層板半圓孔溝槽固定不滑動
防撞墊片貼心設計
透氣孔設計鞋櫃不悶臭",1350,1350,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABIK-A900842CM,DQCD3H,/items/DEABIKA900842CM/000001_1494578903.jpg,/items/DEABIKA900842CM/000001_1494578903.jpg,【ikloo】日系優雅五層木質鞋櫃(白橡木色),"限時促銷↘原$999【ikloo】日系優雅五層木質鞋櫃(白橡木色)\r\n►diy組裝簡單 
►木頭材質堅固耐用 
►開放式設計好拿好放",488,488,,,,,1,0,[],ec
DEDB8P-A900DYTBN,DQCD04,/items/DEDB8PA900DYTBN/000001_1663227143.jpg,/items/DEDB8PA900DYTBN/000001_1663227143.jpg,【AOTTO】歐式簡約實木家用鞋櫃-四層無抽(鞋櫃 收納櫃 櫃子 玄關),"【AOTTO】日式簡約家用玄關開放式收納鞋架-八層(鞋櫃 鞋架)\r\n多層收納 整齊有序
窄長立體 不佔空間
厚實板材 穩固耐用",590,590,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEBAHU-A900842F5,DQCD3H,/items/DEBAHUA900842F5/000001_1660559435.jpg,/items/DEBAHUA900842F5/000001_1660559435.jpg,【ikloo】日系優雅五層木質鞋櫃(胡桃木色),"【ikloo】日系優雅五層木質鞋櫃(胡桃木色)\r\n►diy組裝簡單 
►木頭材質堅固耐用 
►開放式設計好拿好放",488,488,,,,,1,0,[],ec
DEABHV-A900A8PTB,DQCD3G,/items/DEABHVA900A8PTB/000001_1567739999.jpg,/items/DEABHVA900A8PTB/000001_1567739999.jpg,《HOPMA》樂活四門五層鞋櫃-淺橡木,"《HOPMA》樂活四門五層鞋櫃-淺橡木(漂流木)\r\n。mit台灣製 
。diy自行組裝 
。活動板設計方便依鞋子調整高度 

◤淺橡木
◤拼版柚木",1318,1318,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FEAWC,DQCD3G,/items/DEABHVA900FEAWC/000001_1660640985.jpg,/items/DEABHVA900FEAWC/000001_1660640985.jpg,《HOPMA》艾爾六層鞋櫃-漂流木,"《HOPMA》艾爾六層鞋櫃-漂流木\r\n。mit台灣製造
。diy自行組裝 
。可調式活動層板
。30.5cm內深好收納
。導圓角貼心安全設計",909,909,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900EN1MA,DQCD3G,/items/DEABHVA900EN1MA/000001_1646116247.jpg,/items/DEABHVA900EN1MA/000001_1646116247.jpg,《HOPMA》大容量二門高鞋櫃-時尚白,"《HOPMA》大容量二門高鞋櫃-時尚白\r\n。mit台灣製造
。diy自行組裝 
。活動式層板
。超大容量收納",1388,1388,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900EN7M6,DQCD3G,/items/DEABHVA900EN7M6/000001_1646201901.jpg,/items/DEABHVA900EN7M6/000001_1646201901.jpg,《HOPMA》經典雙色四門大容量鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》經典雙色四門大容量鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調式活動層板。透氣孔設計
。前後踢腳板更穩固",1669,1669,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A90094AC2,DQCD3G,/items/DEABHVA90094AC2/000001_1679463295.jpg,/items/DEABHVA90094AC2/000001_1679463295.jpg,《HOPMA》工業風四門十層鞋櫃-拼版柚木,"《HOPMA》工業風四門十層鞋櫃-拼版柚木\r\n★mit台灣製造
★diy自行組裝
★大容量收納機能鞋櫃
★門板伸縮轉軸輕鬆組裝
★活動層板擺放不設限

◤淺橡木
◤拼版柚木",1288,1288,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A90094ACD,DQCD3G,/items/DEABHVA90094ACD/000001_1679463261.jpg,/items/DEABHVA90094ACD/000001_1679463261.jpg,《HOPMA》工業風四門十層鞋櫃-淺橡木,"《HOPMA》工業風四門十層鞋櫃-淺橡木(漂流木色)\r\n★mit台灣製造
★diy自行組裝
★大容量收納機能鞋櫃
★門板伸縮轉軸輕鬆組裝
★活動層板擺放不設限

◤漂流木色
◤拼版柚木",1288,1288,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900AYRXS,DQCD3G,/items/DEABHVA900AYRXS/000001_1604289035.jpg,/items/DEABHVA900AYRXS/000001_1604289035.jpg,《HOPMA》合馬雙門鞋櫃-胡桃木,"《HOPMA》合馬雙門鞋櫃-胡桃木\r\n■ 金屬質感把手
■ 磁扣開合設計
■ 層板半圓孔溝槽固定不滑動
■ 附腳粒保護地板被刮傷
■ 防撞墊片貼心設計",858,858,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900FDOPC,DQCD3E,/items/DEABJAA900FDOPC/000001_1660109018.jpg,/items/DEABJAA900FDOPC/000001_1660109018.jpg,TZUMii四門二格鞋櫃-雙色可選,"TZUMii四門二格鞋櫃-雙色可選\r\n●四門+開放空間收納更便利
●輕巧但具多層大容量收納
●活動板可依需求調整高度
●門把設計好開關",999,999,,,,,1,0,[],ec
DEABDE-A900ASNMR,DQCD3C,/items/DEABDEA900ASNMR/000001_1637028063.jpg,/items/DEABDEA900ASNMR/000001_1637028063.jpg,【RICHOME】茵德絲雙門透氣鞋櫃,"【RICHOME】茵德絲北歐風雙門透氣鞋櫃/鞋架/玄關櫃/置物櫃/收納櫃 (北歐風典雅設計)\r\n✓ 高貴典雅風格家具
✓ 塑合板貼pu防潑水設計
✓ 置物平台層板加厚設計
✓ 大容量空間，可收納16雙鞋
✓ 透氣孔通風設計，鞋子不悶臭
✓ 雙門鞋櫃，有效阻隔灰塵
✓ 可移動層板放置長靴，調整收納空間大小",1654,1654,,,,,1,0,[],ec
DEABHV-A900F8BAH,DQCD3G,/items/DEABHVA900F8BAH/000001_1656390958.jpg,/items/DEABHVA900F8BAH/000001_1656390958.jpg,《HOPMA》大容量二門一抽鞋櫃-漂流木,"《HOPMA》大容量二門一抽鞋櫃 玄關櫃 收納櫃 置物邊櫃 鞋架-淺橡(漂流)木\r\n★mit台灣製造
★diy自行組裝
★霧黑金屬質感把手
★抽屜防落安全卡榫
★磁扣開合設計",1299,1299,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABEL-A9009WLOK,DQCD0C,/items/DEABELA9009WLOK/000001_1619401524.jpg,/items/DEABELA9009WLOK/000001_1619401524.jpg,六層堆疊鞋架 DIY組合式鞋架 鞋櫃鞋架 鞋子收納盒,"[享居家] 六層堆疊鞋架 DIY組合式鞋架 鞋櫃鞋架 鞋子收納盒\r\n※開放式結構輕鬆移動位置
※pp環保塑料材質
※可直接灑水清洗，簡單方便
※可拆卸組合隨空間擺放使用",469,469,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900FEAXO,DQCD3G,/items/DEABHVA900FEAXO/000001_1660641223.jpg,/items/DEABHVA900FEAXO/000001_1660641223.jpg,《HOPMA》艾爾五層一掀門鞋櫃-漂流木配白,"《HOPMA》艾爾五層一掀門鞋櫃-漂流木配白\r\n。mit台灣製造
。diy自行組裝 
。可調式活動層板。30.5cm內深好收納
。導圓角貼心安全設計",999,999,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDD2K-A900AXV0C,DQCD0C,/items/DEDD2KA900AXV0C/000001_1603272916.jpg,/items/DEDD2KA900AXV0C/000001_1603272916.jpg,[諳木藏庫]大容量儲物鞋架(鞋架/鞋櫃/置物架),"[諳木藏庫]大容量儲物鞋架\r\n上層置物檯面 儲物櫃設計 
多層設計 方便分類放置鞋子
細膩貼面 不易刮傷",699,699,,,,,1,0,[],ec
DEABHV-A9009NWU1,DQCD3G,/items/DEABHVA9009NWU1/000001_1663580488.jpg,/items/DEABHVA9009NWU1/000001_1663580488.jpg,《HOPMA》樂活加深款三門五層鞋櫃-白櫻桃,"《HOPMA》樂活加深款三門五層鞋櫃-白櫻桃\r\n★金屬質感把手
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★加深款大容量收納

►白櫻桃
►拼版柚木",1068,1068,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900B0RK1,DQCD3G,/items/DEABHVA900B0RK1/000001_1606789912.jpg,/items/DEABHVA900B0RK1/000001_1606789912.jpg,《HOPMA》加大加深款二門高鞋櫃-漂流木,"《HOPMA》加大加深款二門高鞋櫃-漂流木\r\n★mit台灣製造★diy自行組裝
★可調整門版活頁
★40雙加深大容量大空間
★透氣孔設計鞋櫃通風不悶臭",2299,2299,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900F77O3,DQCD3E,/items/DEABJAA900F77O3/000001_1655704780.jpg,/items/DEABJAA900F77O3/000001_1655704780.jpg,TZUMii佐藤雙門鞋櫃,"TZUMii佐藤雙門鞋櫃\r\n●居家必備款
●活動板自由調整高度
●奶茶色門把，質感提升
●大容量收納空間",799,799,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A90091YEP,DQCD3G,/items/DEABHVA90091YEP/000001_1611108666.jpg,/items/DEABHVA90091YEP/000001_1611108666.jpg,《HOPMA》樂活三門五層鞋櫃-拼版柚木,"《HOPMA》樂活三門五層鞋櫃-拼版柚木\r\n★mit台灣製造
★diy自行組裝
★霧黑金屬質感把手
★高質感實木腳設計


◤淺橡木
◤拼版柚木",1180,1180,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900AXATM,DQCD3E,/items/DEABJAA900AXATM/000001_1680745694.jpg,/items/DEABJAA900AXATM/000001_1680745694.jpg,TZUMii雙門十層鞋櫃-白色,"TZUMii雙門十層鞋櫃-白色\r\n●大容量10層可收納
●半開放式結合使用更便利
●結構穩固不易搖晃

★其他規格選擇★►胡桃木色►白色►淺橡木色",1499,1499,,,,,1,0,[],ec
DEDB8L-A900B6OGQ,DQCD00,/items/DEDB8LA900B6OGQ/000001_1615440046.jpg,/items/DEDB8LA900B6OGQ/000001_1615440046.jpg,【fioJa費歐家】5門10層大容量上掀式鞋櫃(收納/置物),"【fioJa費歐家】5門10層大容量掀式多層鞋櫃(收納/置物)\r\n掀蓋式附門設計，防塵保護愛鞋有專屬的空間~
在視覺上也可以讓空間更加簡潔美觀！

加大加寬設計，適合不同收納、置物、鞋櫃…等都好放喔~
中間層固定板設計，增加鞋櫃結構的穩固性，使用更安全~

下單前可參考組裝影片
檔案名稱:組裝上掀式置物櫃 鞋櫃
https:  youtu.be 8no85toychk",998,998,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900BM3R4,DQCD3G,/items/DEABHVA900BM3R4/000001_1627530809.jpg,/items/DEABHVA900BM3R4/000001_1627530809.jpg,《HOPMA》現代工業組合式五層鞋櫃/鞋架/置物架,"《HOPMA》現代工業組合式五層鞋櫃/鞋架/置物架\r\n。mit台灣製造。diy商品
。歐盟等級e1塑合板
。可放18雙鞋
。簍空設計達到通風透氣效果",518,518,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABIK-A9009HMA3,DQCD3H,/items/DEABIKA9009HMA3/000001_1539745364.jpg,/items/DEABIKA9009HMA3/000001_1539745364.jpg,【ikloo】上掀式收納鞋櫃/穿鞋椅◆原木色◆,"【ikloo】上掀式收納鞋櫃/穿鞋椅◆原木色◆\r\n坐式設計 舒適好穿鞋
穿鞋椅+鞋櫃收納雙功能
可掀式隱藏儲物收納設計

▼其他顏色選購
►原木色
►胡桃色",762,762,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEDB8A-A900D8J55,DQCD28,/items/DEDB8AA900D8J55/000001_1642068212.jpg,/items/DEDB8AA900D8J55/000001_1642068212.jpg,ASSARI-防潮防蛀塑鋼緩衝雙門鞋櫃(寬65x深33x高117cm),"ASSARI-防潮防蛀塑鋼緩衝雙門鞋櫃(寬65x深33x高117cm)\r\n100%整組可水洗	
緩衝設計不夾手	
防水防潮材質，防白蟻抗腐蝕	
免組裝 專人送到府",1516,1516,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FZ0XE,DQCD3G,/items/DEABHVA900FZ0XE/000001_1675305078.jpg,/items/DEABHVA900FZ0XE/000001_1675305078.jpg,《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-黑胡桃配拼版柚木,"《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-黑胡桃配拼版柚木\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。可調滑門間隙滑輪
。美背設計
。透氣孔設計",2150,2150,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900FHN58,DQCD3E,/items/DEABJAA900FHN58/000001_1663212336.jpg,/items/DEABJAA900FHN58/000001_1663212336.jpg,TZUMii波爾高四門鞋櫃-雙色可選,"TZUMii波爾高四門鞋櫃-雙色可選\r\n●附門設計防塵效果佳
●簡約時尚雙色搭配
●活動板可依需求調整高度
●門把設計好開關",1899,1899,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEABHV-A900AK0CC,DQCD3G,/items/DEABHVA900AK0CC/000001_1584340298.jpg,/items/DEABHVA900AK0CC/000001_1584340298.jpg,《HOPMA》樂活雙門四格鞋櫃-楓木配白,"《HOPMA》樂活雙門四層鞋櫃-楓木配白\r\n■ 磁扣開合設計
■ 層板半圓孔溝槽固定不滑動
■ 香菇造形趣味把手",768,768,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FXU69,DQCD3G,/items/DEABHVA900FXU69/000001_1673839826.jpg,/items/DEABHVA900FXU69/000001_1673839826.jpg,《HOPMA》合馬雙門鞋櫃 玄關櫃 收納櫃 置物邊櫃 鞋架-白橡配白,"《HOPMA》合馬雙門鞋櫃 玄關櫃 收納櫃 置物邊櫃 鞋架-白橡配白\r\n金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷
防撞墊片貼心設計",858,858,,,,,1,0,[],ec
DEAB6G-A63832626,DQCD3E,/items/DEAB6GA63832626/000001_1614651523.jpg,/items/DEAB6GA63832626/000001_1614651523.jpg,柏拉圖現代雙門鞋櫃,"柏拉圖現代雙門鞋櫃\r\n約可放15雙鞋(鞋款不同將造成誤差)
■雙門設計，隔絕灰塵髒汙
■ 採塑合板，堅固耐用
■ 活動板層，隨意調整高度
■ 靴類 涼鞋 球鞋妥善收納
■ 尺寸：61.7寬 x 32.5深 x 89高 cm",899,899,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEABHV-A900AK0C9,DQCD3G,/items/DEABHVA900AK0C9/000001_1584340252.jpg,/items/DEABHVA900AK0C9/000001_1584340252.jpg,《HOPMA》樂活雙門四格鞋櫃-胡桃木,"《HOPMA》樂活雙門四層鞋櫃-胡桃木\r\n■ 磁扣開合設計
■ 層板半圓孔溝槽固定不滑動
■ 香菇造形趣味把手",768,768,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FRQIX,DQCD3G,/items/DEABHVA900FRQIX/000001_1669086226.jpg,/items/DEABHVA900FRQIX/000001_1669086226.jpg,《HOPMA》樂活四門五層鞋櫃-拼版柚木,"《HOPMA》樂活四門五層鞋櫃-拼版柚木\r\n。mit台灣製 
。diy自行組裝 
。活動板設計方便依鞋子調整高度 

◤淺橡木
◤拼版柚木",1318,1318,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900AXDER,DQCD3E,/items/DEABJAA900AXDER/000001_1680745673.jpg,/items/DEABJAA900AXDER/000001_1680745673.jpg,TZUMii雙門十層鞋櫃-淺橡木色,"TZUMii雙門十層鞋櫃-淺橡木色\r\n●大容量10層可收納
●半開放式結合使用更便利
●結構穩固不易搖晃

★其他規格選擇★►胡桃木色►白色►淺橡木色",1499,1499,,,,,1,0,[],ec
DEABHV-A900AT89Z,DQCD3G,/items/DEABHVA900AT89Z/000001_1597133479.jpg,/items/DEABHVA900AT89Z/000001_1597133479.jpg,《HOPMA》日式雙門六層鞋櫃-漂流木,"《HOPMA》日式雙門六層鞋櫃-漂流木\r\nmit台灣製造 diy傢具
金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷",1080,1080,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900B9S3E,DQCD3G,/items/DEABHVA900B9S3E/000001_1645502246.jpg,/items/DEABHVA900B9S3E/000001_1645502246.jpg,《HOPMA》加大加深款二門鞋櫃-白櫻桃,"《HOPMA》加大加深款二門鞋櫃-白櫻桃\r\n。mit台灣製 
。diy自行組裝 
。可調整門板活頁
。高質感實木腳設計
。霧黑質感把手
。透氣孔設計

▼兩色可選▼
白櫻桃拼版柚木",1538,1538,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900EX11S,DQCD3G,/items/DEABHVA900EX11S/000001_1650261652.jpg,/items/DEABHVA900EX11S/000001_1650261652.jpg,《HOPMA》典雅大容量通風滑門鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》典雅大容量通風滑門鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調滑門間隙滑輪。美背設計
。透氣孔設計",2180,2180,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A90091YDP,DQCD3G,/items/DEABHVA90091YDP/000001_1530842712.jpg,/items/DEABHVA90091YDP/000001_1530842712.jpg,《HOPMA》樂活三門五層鞋櫃-淺橡木,"《HOPMA》樂活三門五層鞋櫃-淺橡木\r\n★mit台灣製造
★diy自行組裝
★霧黑金屬質感把手
★高質感實木腳設計

◤淺橡木
◤拼版柚木",1180,1180,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A9007NME9,DQCD3G,/items/DEABHVA9007NME9/000001_1557813544.jpg,/items/DEABHVA9007NME9/000001_1557813544.jpg,《Hopma》雅品雙開四門鞋櫃,"《Hopma》雅品雙開四門鞋櫃\r\n。mit台灣製
。diy自行組裝
。活動板設計調整高度
。深度32cm男鞋也可放
。附門設計讓愛鞋阻隔灰塵",1550,1550,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEAB4Q-A900AG8RU,DQCD00,/items/DEAB4QA900AG8RU/000001_1606196535.jpg,/items/DEAB4QA900AG8RU/000001_1606196535.jpg,【掀蓋式多層組合鞋櫃】6層 防塵,"掀蓋式多層組合鞋櫃6層 防塵鞋櫃 透明鞋櫃\r\n- 透明掀蓋設計，防塵美觀，一目了然
- 軟質隔板，金屬骨架，抗壓耐用
- 活動隔板，多變化組合，多變化空間

➤本頁面為-6層3門-款 (無雨傘架)

另可選購其他款式
掀蓋式多層組合鞋櫃10層
掀蓋式多層組合鞋櫃8層",680,680,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABJA-A900AXDH8,DQCD3E,/items/DEABJAA900AXDH8/000001_1680745653.jpg,/items/DEABJAA900AXDH8/000001_1680745653.jpg,TZUMii雙門十層鞋櫃-胡桃木色,"TZUMii雙門十層鞋櫃-胡桃木色\r\n●大容量10層可收納
●半開放式結合使用更便利
●結構穩固不易搖晃

★其他規格選擇★►胡桃木色►白色►淺橡木色",1499,1499,,,,,1,0,[],ec
DEABHV-A900C7DA1,DQCD3G,/items/DEABHVA900C7DA1/000001_1640663364.jpg,/items/DEABHVA900C7DA1/000001_1640663364.jpg,《HOPMA》復刻經典六層鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》復刻經典六層鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調式活動層板。30.5cm內深好收納
。導圓角貼心安全設計",929,929,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A9009UFZ5,DQCD3G,/items/DEABHVA9009UFZ5/000001_1564122468.jpg,/items/DEABHVA9009UFZ5/000001_1564122468.jpg,《HOPMA》樂活鄉村四層鞋櫃-黑胡桃,"《HOPMA》樂活鄉村四層鞋櫃-黑胡桃\r\nmit台灣製造 diy傢具
金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷",850,850,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900AY7NY,DQCD3G,/items/DEABHVA900AY7NY/000001_1603768033.jpg,/items/DEABHVA900AY7NY/000001_1603768033.jpg,《HOPMA》加大加深款二門高鞋櫃-胡桃木色,"《HOPMA》加大加深款二門高鞋櫃-胡桃木色\r\n★mit台灣製造★diy自行組裝
★可調整門版活頁
★40雙加深大容量大空間
★透氣孔設計鞋櫃通風不悶臭",2299,2299,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8M-A900F3V90,DQCD01,/items/DEDB8MA900F3V90/000001_1653730045.jpg,/items/DEDB8MA900F3V90/000001_1653730045.jpg,BuyJM低甲醛開放式六層鞋櫃(寬81公分),"BuyJM低甲醛開放式六層鞋櫃(寬81公分)\r\n‧六層分層，大容量收納
‧低甲醛板材使用安心
‧開放式收納，取物方便
‧台灣製造，品質有保障",1500,1500,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEDB8A-A900D8HP4,DQCD28,/items/DEDB8AA900D8HP4/000001_1642067725.jpg,/items/DEDB8AA900D8HP4/000001_1642067725.jpg,ASSARI-防潮防蛀塑鋼緩衝雙門鞋櫃(寬65x深37x高112cm),"ASSARI-防潮防蛀塑鋼緩衝雙門鞋櫃(寬65x深37x高112cm)\r\n100%整組可水洗	
緩衝設計不夾手	
防水防潮材質，防白蟻抗腐蝕	
免組裝 專人送到府",1516,1516,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900AT88U,DQCD3G,/items/DEABHVA900AT88U/000001_1597133325.jpg,/items/DEABHVA900AT88U/000001_1597133325.jpg,《HOPMA》日式雙門六層鞋櫃-黑胡桃,"《HOPMA》日式雙門六層鞋櫃-黑胡桃\r\nmit台灣製造 diy傢具
金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷",1080,1080,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FV68X,DQCD3G,/items/DEABHVA900FV68X/000001_1671679953.jpg,/items/DEABHVA900FV68X/000001_1671679953.jpg,《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-淺橡木(漂流木)配木紋白,"《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-淺橡木(漂流木)配木紋白\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。可調滑門間隙滑輪
。美背設計
。透氣孔設計",2150,2150,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FRQ7G,DQCD3G,/items/DEABHVA900FRQ7G/000001_1669081771.jpg,/items/DEABHVA900FRQ7G/000001_1669081771.jpg,《HOPMA》樂活加深款二門五格鞋櫃-拼版柚木色,"《HOPMA》樂活加深款二門五格鞋櫃-拼版柚木色\r\n★金屬質感把手
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★加深款大容量收納

►白櫻桃
►拼版柚木",1018,1018,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900BR05K,DQCD3G,/items/DEABHVA900BR05K/000001_1631073376.jpg,/items/DEABHVA900BR05K/000001_1631073376.jpg,《HOPMA》復古質感多層五格鞋櫃/收納櫃/置物櫃,"《HOPMA》復古質感多層五格鞋櫃/收納櫃/置物櫃\r\n。mit台灣製造
。diy自行組裝 
。門板三向封邊
。活動式層板
。伸縮轉軸設計",1199,1199,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A9006UGF1,DQCD3E,/items/DEABJAA9006UGF1/000001_1617675486.jpg,/items/DEABJAA9006UGF1/000001_1617675486.jpg,TZUMii 胡桃木色雙門鞋櫃,"TZUMii 胡桃木色雙門鞋櫃\r\n雙門5層收納 
分層分類容量大 
隔板可自行調整 
小空間收納的幫手",799,799,,,,,1,0,[],ec
