Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DEABHV-A900AUISC,DQCD3G,/items/DEABHVA900AUISC/000001_1645502193.jpg,/items/DEABHVA900AUISC/000001_1645502193.jpg,《HOPMA》加大加深款二門鞋櫃-拼版柚木,"《HOPMA》加大加深款二門鞋櫃-拼版柚木\r\n。mit台灣製 
。diy自行組裝 
。可調整門板活頁
。高質感實木腳設計
。霧黑質感把手
。透氣孔設計

▼兩色可選▼
白櫻桃拼版柚木",1538,1538,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900G037B,DQCD3G,/items/DEABHVA900G037B/000001_1675992766.jpg,/items/DEABHVA900G037B/000001_1675992766.jpg,《HOPMA》和風雙門五層鞋櫃 玄關櫃 收納櫃 置物櫃 鞋架 二門 大容量,"《HOPMA》和風雙門五層鞋櫃 玄關櫃 收納櫃 置物櫃 鞋架 二門 大容量\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。大空間收納
。活動式層板設計",899,899,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FX688,DQCD3G,/items/DEABHVA900FX688/000001_1673243071.jpg,/items/DEABHVA900FX688/000001_1673243071.jpg,《HOPMA》復刻經典四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架,"《HOPMA》復刻經典四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。開放式平台空間
。活動式層板設計",699,699,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FXUSH,DQCD3G,/items/DEABHVA900FXUSH/000001_1673851032.jpg,/items/DEABHVA900FXUSH/000001_1673851032.jpg,《HOPMA》艾爾四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架-淺橡木(漂流木),"《HOPMA》艾爾四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架-淺橡木(漂流木)\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。開放式平台空間
。活動式層板設計",718,718,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEAB6G-A900AXH6P,DQCD00,/items/DEAB6GA900AXH6P/000001_1602825935.jpg,/items/DEAB6GA900AXH6P/000001_1602825935.jpg,【fioJa費歐家】5門10層大容量掀式鞋櫃(收納/置物),"【fioJa費歐家】5門10層大容量掀式多層鞋櫃(收納/置物)\r\n掀蓋式附門設計，防塵保護愛鞋有專屬的空間~
在視覺上也可以讓空間更加簡潔美觀！

加大加寬設計，適合不同收納、置物、鞋櫃…等都好放喔~
中間層固定板設計，增加鞋櫃結構的穩固性，使用更安全~",998,998,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEABHV-A900FVNTL,DQCD3G,/items/DEABHVA900FVNTL/000001_1672125157.jpg,/items/DEABHVA900FVNTL/000001_1672125157.jpg,《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-淺橡木(漂流木)配木紋白,"《HOPMA》實木腳滑門鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-淺橡木(漂流木)配木紋白\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。可調滑門間隙滑輪
。美背設計
。透氣孔設計",2150,2150,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FXUR7,DQCD3G,/items/DEABHVA900FXUR7/000001_1673849039.jpg,/items/DEABHVA900FXUR7/000001_1673849039.jpg,《HOPMA》艾爾四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架-黑胡桃配拼版柚木,"《HOPMA》艾爾四層鞋櫃 玄關櫃 開放收納櫃 置物邊櫃 鞋架-黑胡桃配拼版柚木\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。開放式平台空間
。活動式層板設計",718,718,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900B8X89,DQCD3E,/items/DEABJAA900B8X89/000001_1651039502.jpg,/items/DEABJAA900B8X89/000001_1651039502.jpg,TZUMii收納職人雙門一抽鞋櫃,"TZUMii收納職人雙門一抽鞋櫃\r\n●無把手設計，一按即開門
●層板可依需求調整高低
●ㄇ型擋板放置物品防掉落",1779,1779,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEABHV-A9006KOUJ,DQCD3G,/items/DEABHVA9006KOUJ/000001_1563860778.jpg,/items/DEABHVA9006KOUJ/000001_1563860778.jpg,《Hopma》時尚二門一抽開放式鞋櫃,"《HOPMA》時尚二門一抽開放式鞋櫃\r\n約可放14雙鞋(鞋款不同將造成誤差)
*mit台灣製造
*diy自行組裝
*前後踢腳板設計
*金屬質感把手
*活動板可調整高度",1180,1180,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900G0382,DQCD3G,/items/DEABHVA900G0382/000001_1675992850.jpg,/items/DEABHVA900G0382/000001_1675992850.jpg,《HOPMA》和風多變雙門五層鞋櫃 玄關櫃 收納櫃 置物櫃 鞋架 二門 大容量,"《HOPMA》和風多變雙門五層鞋櫃 玄關櫃 收納櫃 置物櫃 鞋架 二門 大容量\r\n◆產品特色
。mit台灣製造
。diy自行組裝 
。大空間收納
。活動式層板設計",999,999,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900B18XB,DQCD3G,/items/DEABHVA900B18XB/000001_1648015087.jpg,/items/DEABHVA900B18XB/000001_1648015087.jpg,《HOPMA》工業風四門十層鞋櫃-拼版柚木,"《HOPMA》工業風四門十層鞋櫃-拼版柚木\r\ndiy家具
磁扣開合設計
層板半圓孔溝槽固定不滑動
防撞墊片貼心設計
透氣孔設計鞋櫃不悶臭",1388,1388,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEAB4Q-A900ARU80,DQCD01,/items/DEAB4QA900ARU80/000001_1595230617.jpg,/items/DEAB4QA900ARU80/000001_1595230617.jpg,2列6層4門組合鞋櫃 黑色,"2列6層4門組合鞋櫃 黑色 防塵 耐重10Kg 活動隔板\r\n- 防塵透明門 一目了然
- 可拆卸隔板 收納無阻
- 簡約把手 實用美觀
- 加粗骨架 安心承重
- 萬用收納 鞋 包 衣等
- 附贈鐵製烤漆掛勾

選購白色款",959,959,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C033670', 'C033669', 'C033671', 'C033727', 'C033729', 'C033412', 'C033413']",ec
DEAB6G-A900AXH6C,DQCD00,/items/DEAB6GA900AXH6C/000001_1602825488.jpg,/items/DEAB6GA900AXH6C/000001_1602825488.jpg,【fioJa費歐家】3門6層大容量掀式鞋櫃(收納/置物),"【fioJa費歐家】3門6層大容量掀式多層鞋櫃(收納/置物)\r\n掀蓋式附門設計，防塵保護愛鞋有專屬的空間~
在視覺上也可以讓空間更加簡潔美觀！

加大加寬設計，適合不同收納、置物、鞋櫃…等都好放喔~
中間層固定板設計，增加鞋櫃結構的穩固性，使用更安全~",648,648,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900AUVTC,DQCD3G,/items/DEABHVA900AUVTC/000001_1614045969.jpg,/items/DEABHVA900AUVTC/000001_1614045969.jpg,《HOPMA》工業風機能雙門鞋櫃-拼版柚木,"《HOPMA》工業風機能雙門鞋櫃-拼版柚木\r\n★mit台灣製造★diy自行組裝 
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★附腳粒保護地板被刮傷
★透氣孔設計",959,959,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8H-A900C0JYG,DQCD2I,/items/DEDB8HA900C0JYG/000001_1637573243.jpg,/items/DEDB8HA900C0JYG/000001_1637573243.jpg,【IHouse】SGS 獨家限量款 雙門鞋櫃-六片隔板,"【IHouse】SGS 獨家限量款 雙門鞋櫃-六片隔板\r\n※ 經sgs檢驗認證採環保材質
※ 無毒無甲醛可讓您安心使用
※ 防水防潮材質，可洗不發霉
※ 穩固的矮腳設計",2160,2160,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8Q-A900FSDO0,DQCD05,/items/DEDB8QA900FSDO0/000001_1671436463.jpg,/items/DEDB8QA900FSDO0/000001_1671436463.jpg,BuyJM低甲醛加寬可堆疊附門鞋櫃(寬100公分)收納櫃/隔間櫃,"BuyJM低甲醛加寬可堆疊附門鞋櫃(寬100公分)收納櫃/隔間櫃\r\n‧四門板設計，分層收納
‧8片活動層板，可調整
‧加寬100公分，更好擺放
‧好收納，可擺放20雙鞋
‧可購買多入上下堆疊
‧台灣製造，品質有保障",1780,1780,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEDB5T-A900B2GI9,DQCD0C,/items/DEDB5TA900B2GI9/000001_1609142802.jpg,/items/DEDB5TA900B2GI9/000001_1609142802.jpg,H&R安室家 木製捲簾防塵鞋櫃 BCF51,"H&R安室家 木製捲簾防塵鞋櫃 BCF51\r\n木製高質感，防塵收納鞋架
多功能 大容量 適合外宿租屋者 小資族
木製diy防塵鞋櫃 貼心捲簾設計方便收取
附防塵罩 透氣、防潮又防塵",1099,1099,,,,,1,0,"['C033411', 'C034185', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABDE-A900AS87F,DQCD3C,/items/DEABDEA900AS87F/000001_1595591006.jpg,/items/DEABDEA900AS87F/000001_1595591006.jpg,【RICHOME】亞松森雙門透氣鞋櫃,"【RICHOME】亞松森雙門透氣鞋櫃/鞋架/玄關櫃/置物櫃/收納櫃 (工業風棧板設計)\r\n✓ 時尚簡約工業風格造型
✓ 塑合板貼pu防潑水設計
✓ 大容量空間，可收納16雙鞋
✓ 透氣通風孔兼具把手功能
✓ 雙門鞋櫃，有效阻隔灰塵
✓ 可移動層板放置長靴，調整收納空間大小",1980,1980,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900AIEGA,DQCD3G,/items/DEABHVA900AIEGA/000001_1581987074.jpg,/items/DEABHVA900AIEGA/000001_1581987074.jpg,《HOPMA》雅緻機能雙門鞋櫃-拼版柚木,"《HOPMA》雅緻機能雙門鞋櫃-拼版柚木\r\n★mit台灣製造★diy自行組裝 
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★附腳粒保護地板被刮傷
★透氣孔設計",959,959,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8Z-A900B3WFQ,DQCD0C,/items/DEDB8ZA900B3WFQ/000001_1611133116.jpg,/items/DEDB8ZA900B3WFQ/000001_1611133116.jpg,H&R安室家 日系優雅五層木質鞋櫃 SHF19,"H&R安室家 日系優雅五層木質鞋櫃 SHF19\r\n五層收納空間 
開放式拿取便利 
雙色配色不呆板",999,999,,,,,1,0,"['C033411', 'C034185', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEAB4Q-A90069U7F,DQCD3E,/items/DEAB4QA90069U7F/000001_1594346834.jpg,/items/DEAB4QA90069U7F/000001_1594346834.jpg,《阿瑞斯》普羅雙門一抽鞋櫃(雙色可選),"《阿瑞斯》普羅雙門一抽鞋櫃(雙色可選)\r\n約可放23雙鞋(鞋款不同將造成誤差)
●左側共有5個層板，1個固定層板，4格活動層板
●右側共有4個層板皆為活動層板
●半開放式設計，輕鬆好拿取
●活動層板，可任意調整空間
●輕日式風格，簡約手把造型",1280,1280,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEDB8T-A900FN0PE,DQCD08,/items/DEDB8TA900FN0PE/000001_1665632653.jpg,/items/DEDB8TA900FN0PE/000001_1665632653.jpg,玄關鞋櫃-2門1抽(多層收納櫃/收納櫃/置物櫃/玄關櫃/鞋櫃收納/簡易鞋櫃/鞋盒/鞋架/層架/置物架),"玄關鞋櫃-2門1抽(多層收納櫃/收納櫃/置物櫃/玄關櫃/鞋櫃收納/簡易鞋櫃/鞋盒/鞋架/層架/置物架)\r\n寬敞置物檯面，裝飾物品隨心擺放，三面加高檔板
按壓隱蔽式櫃門、抽屜，美觀防塵，收納井然有序
層板加深30公分，大尺碼鞋子也能輕鬆放
可斜置層板、層板亦可拆卸，收納不同鞋型
加高底座避免潮濕，同時兼容收納，開放式放鞋區
設有透氣孔，疏通空氣，減少異味產生和發霉

→玄關鞋櫃-3門1抽
→玄關鞋櫃-4門1抽",2133,2133,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEAB4Q-A900AWNHD,DQCD01,/items/DEAB4QA900AWNHD/000001_1661948700.jpg,/items/DEAB4QA900AWNHD/000001_1661948700.jpg,【fioJa 費歐家】 側開式 2列6層 組合鞋櫃 鞋架(鞋櫃 組合鞋櫃 ),"【fioJa 費歐家】 側開式 2列6層 組合鞋櫃 大容量多層組合收納鞋櫃\r\n讓您的鞋子有舒適空間!井然有序的排排站
鞋櫃可調整隔板，自由彈性運用~
收納各尺寸大鞋、小鞋更方便~

大容量多層組合收納鞋櫃，告別到處找鞋，
隔板可自由調整，短靴、長靴皆可輕鬆放置！
拆裝方便。擁有超大容量，完美收納你的愛鞋們！
堅固耐用，品質保證，買就附贈雨傘架喔！",1025,1025,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900FMI6X,DQCD3G,/items/DEABHVA900FMI6X/000001_1664947323.jpg,/items/DEABHVA900FMI6X/000001_1664947323.jpg,《Hopma》木質二門四層收納櫃 儲藏櫃 書櫃 置物櫃 玄關櫃 門櫃 鞋櫃 收藏櫃 美背,"《Hopma》木質二門四層收納櫃 儲藏櫃 書櫃 置物櫃 玄關櫃 門櫃 鞋櫃 收藏櫃 美背\r\n。mit台灣製造
。diy自行組裝 
。美背設計
。可堆疊組合
。活動層板任意擺放",1050,1050,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEAB4Q-A900A5J8S,DQCD00,/items/DEAB4QA900A5J8S/000001_1606196583.jpg,/items/DEAB4QA900A5J8S/000001_1606196583.jpg,【掀蓋式多層組合鞋櫃】8層 防塵,"掀蓋式多層組合鞋櫃8層 防塵鞋櫃 透明鞋櫃\r\n- 透明掀蓋設計，防塵美觀，一目了然
- 軟質隔板，金屬骨架，抗壓耐用
- 活動隔板，多變化組合，多變化空間

➤黑色款附雨傘架 
➤本頁面為-8層4門-款

另可選購其他款式
掀蓋式多層組合鞋櫃10層
掀蓋式多層組合鞋櫃6層",780,780,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABJA-A900F0D5M,DQCD3E,/items/DEABJAA900F0D5M/000001_1652067945.jpg,/items/DEABJAA900F0D5M/000001_1652067945.jpg,TZUMii佐藤雙門鞋櫃,"TZUMii佐藤雙門鞋櫃\r\n●居家必備款
●活動板自由調整高度
●奶茶色門把，質感提升
●大容量收納空間",799,799,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEDB8Z-A900FHIEC,DQCD0C,/items/DEDB8ZA900FHIEC/000001_1663124333.jpg,/items/DEDB8ZA900FHIEC/000001_1663124333.jpg,【AccessCo】典雅七層鞋櫃_BF-SU980,"【AccessCo】典雅七層鞋櫃_BF-SU980\r\n◆多功能置物鞋櫃，適合小家庭擺放
◆用途廣泛，也可當電話桌使用
◆開放性空間設計，收取輕鬆便利",1199,1199,,,,,1,0,"['C033411', 'C034185', 'C033663', 'C033664', 'C033665', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C033666', 'C033667', 'C033668', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C033670', 'C033669', 'C033671', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900A8POO,DQCD3G,/items/DEABHVA900A8POO/000001_1573699726.jpg,/items/DEABHVA900A8POO/000001_1573699726.jpg,《HOPMA》樂活加深款三門五層鞋櫃-拼版柚木色,"《HOPMA》樂活加深款三門五層鞋櫃-拼版柚木色\r\n★金屬質感把手
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★加深款大容量收納

►白櫻桃
►拼版柚木",1068,1068,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8Z-A900F2WRJ,DQCD0C,/items/DEDB8ZA900F2WRJ/000001_1653374413.jpg,/items/DEDB8ZA900F2WRJ/000001_1653374413.jpg,LOGIS｜90CM可坐收納鞋架椅 穿鞋椅 鞋櫃 椅凳【Z390】,"90CM可坐收納鞋架椅\r\n影片網址: https:  youtu.be b6i9zvwyqf8
坐墊內高回彈海綿舒適不易塌陷
多層式設計大容量收納
加粗加厚鐵管體架穩固承重強",1680,1680,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900C7DD5,DQCD3G,/items/DEABHVA900C7DD5/000001_1640663567.jpg,/items/DEABHVA900C7DD5/000001_1640663567.jpg,《HOPMA》復刻經典五層一掀門鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》復刻經典五層一掀門鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調式活動層板。30.5cm內深好收納
。導圓角貼心安全設計",999,999,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDB8P-A900FTK5U,DQCD04,/items/DEDB8PA900FTK5U/000001_1670315224.jpg,/items/DEDB8PA900FTK5U/000001_1670315224.jpg,【慢慢家居】輕奢美背三門一抽大容量收納鞋櫃-4尺加深 (收納櫃 櫥櫃 餐櫃),"【慢慢家居】輕奢美背三門一抽大容量收納鞋櫃-4尺加深 (收納櫃 櫥櫃 餐櫃)\r\n輕奢四尺大容量 經典灰白可選

※金屬把手櫃腳，質感升級
※4層活動層板 自由可調
※層板角度可調整 平行傾斜任選 
※底部加高 空間再利用
※獨創複合背板 自帶透氣孔
※圓弧邊角 安心防撞",2349,2349,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEDDAF-A900AXXIW,DQCD01,/items/DEDDAFA900AXXIW/000001_1662014882.jpg,/items/DEDDAFA900AXXIW/000001_1662014882.jpg,【澄境】MIT加深款雙門五層鞋櫃/收納櫃(2色),"【澄境】MIT加深款雙門五層鞋櫃/收納櫃(2色) 書櫃/置物櫃/玄關櫃\r\n●多元收納空間，可當鞋櫃 書櫃 置物櫃都適用
●雙門+開放式設計，收納更自在
●實木腳質感佳更穩固
●便利磁扣設計，拉門緊密貼合不易脫落
●上方超大置物平台
●加深加寬大容量，男鞋也放得下",1780,1780,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEDB8Q-A900F6X4H,DQCD05,/items/DEDB8QA900F6X4H/000001_1655451761.jpg,/items/DEDB8QA900F6X4H/000001_1655451761.jpg,凱堡 麥格雙門6層單抽鞋櫃 鞋架 鞋櫃 玄關,凱堡 麥格雙門6層單抽鞋櫃 鞋架 鞋櫃 玄關\r\n,1799,1799,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABJA-A900BRSWJ,DQCD3E,/items/DEABJAA900BRSWJ/000001_1631591897.jpg,/items/DEABJAA900BRSWJ/000001_1631591897.jpg,TZUMii馬可拉門式鞋櫃,"TZUMii馬可拉門式鞋櫃\r\n●顛覆傳統開門設計
●抽拉式開門方式鞋子一目了然
●採用1.5公分板厚堅固耐用",2199,2199,,,,,1,0,[],ec
DEABDE-A900ASHT7,DQCD3C,/items/DEABDEA900ASHT7/000001_1680839273.jpg,/items/DEABDEA900ASHT7/000001_1680839273.jpg,【RICHOME】凱特琳雙門鞋櫃,"【RICHOME】凱特琳雙門鞋櫃/鞋架/玄關櫃/置物櫃/收納櫃(工業風棋盤格設計)\r\n✓ 方格拼貼工業風造型
✓ 塑合板貼pu防潑水設計
✓ 掀蓋式防塵收納小物，實用超方便
✓ 大容量空間，可收納16雙鞋
✓ 透氣孔通風設計，鞋子不悶臭
✓ 雙門鞋櫃，有效阻隔灰塵
✓ 可移動層板放置長靴，調整收納空間大小",2499,2499,,,,,1,0,"['C033411', 'C033733', 'C033732', 'C034177', 'C033412', 'C033413']",ec
DEABJA-A900C4CGN,DQCD3E,/items/DEABJAA900C4CGN/000001_1640232344.jpg,/items/DEABJAA900C4CGN/000001_1640232344.jpg,TZUMii丹尼雙門鞋櫃,"TZUMii 丹尼雙門鞋櫃\r\n●如實木質感門框外型設計
●實木腳挑高設計能輕鬆打掃地面
●超大容量，收納鞋子免煩惱
●系列搭配使居家質感更提升
●mit品質保證",2499,2499,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
DEABHV-A900FT2HT,DQCD3G,/items/DEABHVA900FT2HT/000001_1669975068.jpg,/items/DEABHVA900FT2HT/000001_1669975068.jpg,《HOPMA》加大加深四門大容量鞋櫃-黑胡桃拼版柚木,"《HOPMA》加大加深四門大容量鞋櫃 玄關櫃 收納櫃 邊櫃 鞋架-黑胡桃拼版柚木\r\n。mit台灣製造
。diy自行組裝 
。可調式活動層板
。透氣孔設計
。霧黑質感把手

▼兩色可選▼
白櫻桃黑胡桃",2550,2550,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABHV-A900FN2VM,DQCD3G,/items/DEABHVA900FN2VM/000001_1667786348.jpg,/items/DEABHVA900FN2VM/000001_1667786348.jpg,《HOPMA》加大加深四門大容量鞋櫃 玄關櫃 收納櫃 鞋架-白櫻桃,"《HOPMA》加大加深四門大容量鞋櫃-白櫻桃\r\n。mit台灣製造
。diy自行組裝 
。可調式活動層板
。透氣孔設計
。霧黑質感把手

▼兩色可選▼
白櫻桃黑胡桃",2550,2550,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
DEABQA-A900F3P7B,DQCD3G,/items/DEABQAA900F3P7B/000001_1653643304.jpg,/items/DEABQAA900F3P7B/000001_1653643304.jpg,《HOPMA》雅緻加深款四門鞋櫃/收納櫃/置物櫃/玄關櫃,"《HOPMA》雅緻加深款四門鞋櫃/收納櫃/置物櫃/玄關櫃\r\n。mit台灣製造。diy自行組裝 
。可調式活動層板。透氣孔設計
。霧黑質感把手",2599,2599,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
QFAA8D-A9009M5KA,DQCD3G,/items/QFAA8DA9009M5KA/000001_1564628592.jpg,/items/QFAA8DA9009M5KA/000001_1564628592.jpg,《HOPMA》簡約開放式十層鞋櫃,"《HOPMA》簡約開放式十層鞋櫃/收納櫃\r\n。mit台灣製 
。diy自行組裝 
。開放式設計
。六片活動層板可依需求調整高度 
。層板半圓孔溝槽固定不滑動",1038,1038,,,,,1,0,"['C033411', 'C034177', 'C033412', 'C033413']",ec
QFAAM0-A900A64CC,DQCD3G,/items/QFAAM0A900A64CC/000001_1564121746.jpg,/items/QFAAM0A900A64CC/000001_1564121746.jpg,《HOPMA》日式雙門四層鞋櫃,"《HOPMA》日式雙門四層鞋櫃/收納櫃\r\nmit台灣製
diy自行組裝
附門設計防塵效果佳
大容量設計最多可收納15雙鞋",838,838,,,,,1,0,"['C033411', 'C033726', 'C033728', 'C033733', 'C033731', 'C033730', 'C033732', 'C034177', 'C034206', 'C034207', 'C034208', 'C034220', 'C034221', 'C034222', 'C034223', 'C033727', 'C033729', 'C033412', 'C034224', 'C034225', 'C033413']",ec
